sample_file_name	sample_name
1410607.3.RefSeq.faa	Bacteroides sp. Ga6A1
399795.3.RefSeq.faa	Comamonas testosteroni KF-1
1413388.3.RefSeq.faa	Staphylococcus aureus 53180-1
871562.3.RefSeq.faa	Bifidobacterium dentium ATCC 27679
1410608.3.RefSeq.faa	Bacteroides sp. Ga6A2
271065.3.RefSeq.faa	Methylomicrobium alcaliphilum
1409759.3.RefSeq.faa	Staphylococcus aureus DAR5891
1409758.3.RefSeq.faa	Staphylococcus aureus DAR5892
596777.3.RefSeq.faa	Chlamydia trachomatis E/Bour
1158632.3.RefSeq.faa	Enterococcus faecalis B5035
1409751.3.RefSeq.faa	Staphylococcus aureus DAR3165
1409750.3.RefSeq.faa	Staphylococcus aureus DAR3172
1409753.3.RefSeq.faa	Staphylococcus aureus DAR5897
197701.3.RefSeq.faa	Aeromonas veronii bv. veronii CECT 4257
1409755.3.RefSeq.faa	Staphylococcus aureus DAR5895
1409754.3.RefSeq.faa	Staphylococcus aureus DAR5896
1409757.3.RefSeq.faa	Staphylococcus aureus DAR5893
1409756.3.RefSeq.faa	Staphylococcus aureus DAR5894
1479235.3.RefSeq.faa	Halomonas sp. HL-48
675635.11.RefSeq.faa	Pseudonocardia dioxanivorans CB1190
87626.5.RefSeq.faa	Pseudoalteromonas tunicata D2
930769.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. 8b-1
930768.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. CVM_69-4941
904742.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 21251
904743.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 21252
905067.3.RefSeq.faa	Streptococcus parasanguinis F0405
904740.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 21239
1042417.4.RefSeq.faa	Brachyspira pilosicoli P43/6/78
1214916.3.RefSeq.faa	Pseudomonas aeruginosa PABL056
1206775.3.RefSeq.faa	Oenococcus oeni AWRIB576
1268994.3.RefSeq.faa	Escherichia coli 908524
1321938.4.RefSeq.faa	Helicobacter pylori UM299
1321939.6.RefSeq.faa	Helicobacter pylori UM037
904747.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 21266
1401691.4.RefSeq.faa	Brucella abortus 82
904744.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 21259
904745.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 21262
1304920.3.RefSeq.faa	Klebsiella pneumoniae 361_1301
1315138.3.RefSeq.faa	Acinetobacter baumannii TG15233
1304922.3.RefSeq.faa	Klebsiella pneumoniae 500_1420
1304923.3.RefSeq.faa	Klebsiella pneumoniae 540_1460
1304924.3.RefSeq.faa	Klebsiella pneumoniae 646_1568
547045.3.RefSeq.faa	Neisseria sicca ATCC 29256
547046.3.RefSeq.faa	Yersinia pestis biovar Orientalis str. PEXU2
547047.3.RefSeq.faa	Yersinia pestis biovar Orientalis str. India 195
547048.4.RefSeq.faa	Yersinia pestis biovar Medievalis str. Harbin 35
360099.5.RefSeq.faa	Yersinia pestis biovar Antiqua str. E1979001
1315135.3.RefSeq.faa	Acinetobacter baumannii TG02011
1315134.3.RefSeq.faa	Acinetobacter baumannii TG00314
1315137.3.RefSeq.faa	Acinetobacter baumannii TG07725
1315136.3.RefSeq.faa	Acinetobacter baumannii TG02017
1409508.3.RefSeq.faa	Staphylococcus aureus WMCA6006
904749.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 21269
1398032.3.RefSeq.faa	Staphylococcus aureus M1414
1256221.3.RefSeq.faa	Lactobacillus paracasei subsp. paracasei Lpp22
1409509.3.RefSeq.faa	Staphylococcus aureus WMCS6047
1418283.3.RefSeq.faa	Staphylococcus aureus F42559
907272.3.RefSeq.faa	Chlamydia trachomatis J/6276tet1
907271.3.RefSeq.faa	Chlamydia trachomatis RC-J/966
907270.3.RefSeq.faa	Chlamydia trachomatis RC-J(s)/122
857292.4.RefSeq.faa	Streptococcus intermedius F0395
1388550.3.RefSeq.faa	Staphylococcus aureus M0222
190893.13.RefSeq.faa	Vibrio coralliilyticus RE98
1158484.3.RefSeq.faa	Staphylococcus aureus M1291
1122915.3.RefSeq.faa	Paenibacillus alginolyticus DSM 5050
1439028.3.RefSeq.faa	Streptococcus pyogenes ABC020017526
1439029.3.RefSeq.faa	Streptococcus pyogenes ABC020017774
190895.11.RefSeq.faa	Vibrio rotiferianus Oz08
1418284.3.RefSeq.faa	Staphylococcus aureus F42568
1446592.3.RefSeq.faa	Escherichia coli O145:NM str. 2010C-3516
1446593.3.RefSeq.faa	Escherichia coli O145:NM str. 2010C-3517
1446590.3.RefSeq.faa	Escherichia coli O145:NM str. 2010C-3510
1446591.3.RefSeq.faa	Escherichia coli O145:NM str. 2010C-3511
1446596.3.RefSeq.faa	Escherichia coli O145:NM str. 2010C-3526
1446597.3.RefSeq.faa	Escherichia coli O145:NM str. 2010C-4557C2
1446594.3.RefSeq.faa	Escherichia coli O145:NM str. 2010C-3518
1446595.3.RefSeq.faa	Escherichia coli O145:NM str. 2010C-3521
1446599.3.RefSeq.faa	Escherichia coli O146:H21 str. 2010C-3325
1312879.3.RefSeq.faa	Enterobacter cloacae MR2
869214.3.RefSeq.faa	Neisseria lactamica Y92-1009
1388554.3.RefSeq.faa	Staphylococcus aureus M0023
1158515.3.RefSeq.faa	Staphylococcus aureus M0212
1158488.3.RefSeq.faa	Staphylococcus aureus M1322
644042.3.RefSeq.faa	Lactobacillus plantarum JDM1
1402656.3.RefSeq.faa	Staphylococcus aureus M1144
1158489.3.RefSeq.faa	Staphylococcus aureus M1359
1402651.3.RefSeq.faa	Staphylococcus aureus M1138
1159209.3.RefSeq.faa	Streptococcus pneumoniae SPAR27
869213.4.RefSeq.faa	Cytophaga fermentans DSM 9555
1095691.3.RefSeq.faa	Neisseria meningitidis 97014
1402653.3.RefSeq.faa	Staphylococcus aureus M1140
1085031.4.RefSeq.faa	Pseudomonas fluorescens Wood1R
293653.4.RefSeq.faa	Streptococcus pyogenes MGAS5005
1402652.3.RefSeq.faa	Staphylococcus aureus M1139
1485007.3.RefSeq.faa	Halomonas sp. SUBG004
1095693.3.RefSeq.faa	Neisseria meningitidis 2006087
1219064.3.RefSeq.faa	Vibrio sagamiensis NBRC 104589
1219065.4.RefSeq.faa	Vibrio proteolyticus NBRC 13287
1219066.3.RefSeq.faa	Vibrio parahaemolyticus NBRC 12711
1219067.6.RefSeq.faa	Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759
1219061.3.RefSeq.faa	Vibrio vulnificus NBRC 15645 = ATCC 27562
1121368.3.RefSeq.faa	Corynebacterium pseudodiphtheriticum DSM 44287
1096997.4.RefSeq.faa	Acinetobacter baumannii BJAB0868
1096996.4.RefSeq.faa	Acinetobacter baumannii BJAB0715
1096995.4.RefSeq.faa	Acinetobacter baumannii BJAB07104
652017.6.RefSeq.faa	Nesterenkonia sp. AN1
696216.3.RefSeq.faa	Streptococcus constellatus subsp. pharyngis C232
1268239.3.RefSeq.faa	Pseudoalteromonas luteoviolacea B = ATCC 29581
1095694.3.RefSeq.faa	Neisseria meningitidis 63041
904735.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 21209
76869.5.RefSeq.faa	Pseudomonas putida GB-1
1350466.3.RefSeq.faa	Lactobacillus plantarum WJL
879090.3.RefSeq.faa	Listeria monocytogenes SLCC7179
76860.4.RefSeq.faa	Streptococcus constellatus KCOM 1650
1439162.3.RefSeq.faa	Streptococcus pyogenes ABC020047635
497964.5.RefSeq.faa	Chthoniobacter flavus Ellin428
445971.6.RefSeq.faa	Anaerofustis stercorihominis DSM 17244
1350468.3.RefSeq.faa	Bacillus pumilus CCMA-560
445973.7.RefSeq.faa	Clostridium bartlettii DSM 16795
445972.6.RefSeq.faa	Anaerotruncus colihominis DSM 17241
1388098.3.RefSeq.faa	Staphylococcus aureus M0156
1388099.3.RefSeq.faa	Staphylococcus aureus M0157
1350469.3.RefSeq.faa	Achromobacter xylosoxidans X02736
1388094.3.RefSeq.faa	Staphylococcus aureus M0148
1388095.3.RefSeq.faa	Staphylococcus aureus M0149
1388096.3.RefSeq.faa	Staphylococcus aureus M0153
1388097.3.RefSeq.faa	Staphylococcus aureus M0155
1388090.3.RefSeq.faa	Staphylococcus aureus M0143
1388091.3.RefSeq.faa	Staphylococcus aureus M0145
1388092.3.RefSeq.faa	Staphylococcus aureus M0146
1388093.3.RefSeq.faa	Staphylococcus aureus M0147
1338534.3.RefSeq.faa	Helicobacter pylori HPARG63
670.121.RefSeq.faa	Vibrio parahaemolyticus S088
670.122.RefSeq.faa	Vibrio parahaemolyticus S090
670.119.RefSeq.faa	Vibrio parahaemolyticus S086
670.120.RefSeq.faa	Vibrio parahaemolyticus S087
670.117.RefSeq.faa	Vibrio parahaemolyticus S082
670.118.RefSeq.faa	Vibrio parahaemolyticus S083
925769.13.RefSeq.faa	Vibrio cholerae O1 str. 2010EL-1792
925768.13.RefSeq.faa	Vibrio cholerae O1 str. 2010EL-1798
670.113.RefSeq.faa	Vibrio parahaemolyticus S077
670.114.RefSeq.faa	Vibrio parahaemolyticus S078
1200350.3.RefSeq.faa	Acinetobacter baumannii ABIsac_ColiS
1200351.3.RefSeq.faa	Acinetobacter baumannii ABIsac_ColiR
1200352.3.RefSeq.faa	Corynebacterium terpenotabidum Y-11
596330.3.RefSeq.faa	Peptoniphilus lacrimalis 315-B
367299.4.RefSeq.faa	Phycicoccus jejuensis
388396.11.RefSeq.faa	Vibrio fischeri MJ11
316056.16.RefSeq.faa	Rhodopseudomonas palustris BisB18
1412470.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120008
1412471.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120009
1412472.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19980677
1412473.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19970510
1412474.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19970769
1412475.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093266
1434212.3.RefSeq.faa	Acinetobacter baumannii MRSN 57
430558.3.RefSeq.faa	Francisella novicida GA99-3549
430557.3.RefSeq.faa	Francisella tularensis subsp. tularensis FSC033
430556.3.RefSeq.faa	Francisella tularensis subsp. holarctica FSC022
1123236.3.RefSeq.faa	Salinimonas chungwhensis DSM 16280
196024.3.RefSeq.faa	Aeromonas dhakensis
1417057.3.RefSeq.faa	Staphylococcus aureus H32181
691159.5.RefSeq.faa	Clostridium difficile 6466
1151191.3.RefSeq.faa	Enterococcus faecalis C19315WT
1151190.3.RefSeq.faa	Enterococcus faecalis B84847
1151193.3.RefSeq.faa	Enterococcus faecalis 1448E03
1417056.3.RefSeq.faa	Staphylococcus aureus H32126
1151195.3.RefSeq.faa	Enterococcus faecalis 19116
1151194.3.RefSeq.faa	Enterococcus faecalis 182970
1151197.3.RefSeq.faa	Enterococcus faecalis 2924
933356.3.RefSeq.faa	Enterococcus faecium E4452
1151199.3.RefSeq.faa	Enterococcus faecalis 7330112-3
1151198.3.RefSeq.faa	Enterococcus faecalis 7330082-2
177437.4.RefSeq.faa	Desulfobacterium autotrophicum HRM2
1154785.3.RefSeq.faa	Streptococcus agalactiae FSL S3-027
1286307.3.RefSeq.faa	Staphylococcus pseudintermedius K7
1422640.3.RefSeq.faa	Staphylococcus aureus VET0413R
1422641.3.RefSeq.faa	Staphylococcus aureus VET0414R
1422642.3.RefSeq.faa	Staphylococcus aureus VET0415R
1422643.3.RefSeq.faa	Staphylococcus aureus VET0417R
1422644.3.RefSeq.faa	Staphylococcus aureus VET0418R
1422645.3.RefSeq.faa	Staphylococcus aureus VET0421R
1422646.3.RefSeq.faa	Staphylococcus aureus VET0422R
1422647.3.RefSeq.faa	Staphylococcus aureus VET0423R
1422648.3.RefSeq.faa	Staphylococcus aureus VET0424R
1422649.3.RefSeq.faa	Staphylococcus aureus VET0425R
1291743.3.RefSeq.faa	Lactobacillus oryzae JCM 18671
1417052.3.RefSeq.faa	Staphylococcus aureus W56912
1226336.3.RefSeq.faa	Lactobacillus helveticus CIRM-BIA 101
465518.5.RefSeq.faa	Salmonella enterica subsp. enterica serovar Weltevreden str. HI_N05-537
1388448.3.RefSeq.faa	Staphylococcus aureus M0671
566461.4.RefSeq.faa	Streptomyces ghanaensis ATCC 14672
1444059.3.RefSeq.faa	Escherichia coli 3-475-03_S1_C1
1444058.3.RefSeq.faa	Escherichia coli 3-373-03_S1_C1
1402613.3.RefSeq.faa	Staphylococcus aureus M1375
1446678.3.RefSeq.faa	Escherichia coli O157:H7 str. K2854
1402615.3.RefSeq.faa	Staphylococcus aureus M1381
1402614.3.RefSeq.faa	Staphylococcus aureus M1376
1402617.3.RefSeq.faa	Staphylococcus aureus M1399
1402616.3.RefSeq.faa	Staphylococcus aureus M1389
1444051.3.RefSeq.faa	Escherichia coli 1-182-04_S1_C1
1444050.3.RefSeq.faa	Escherichia coli 1-176-05_S1_C1
1444053.3.RefSeq.faa	Escherichia coli 1-392-07_S1_C1
1444052.3.RefSeq.faa	Escherichia coli 1-250-04_S1_C1
1444055.3.RefSeq.faa	Escherichia coli 3-073-06_S1_C1
1444054.3.RefSeq.faa	Escherichia coli 3-020-07_S1_C1
1444057.3.RefSeq.faa	Escherichia coli 3-267-03_S1_C1
1444056.3.RefSeq.faa	Escherichia coli 3-105-05_S1_C1
765088.3.RefSeq.faa	Propionibacterium acnes HL083PA2
670.154.RefSeq.faa	Vibrio parahaemolyticus S126
1388028.3.RefSeq.faa	Staphylococcus aureus M0061
670.159.RefSeq.faa	Vibrio parahaemolyticus S132
765080.3.RefSeq.faa	Propionibacterium acnes HL110PA4
765081.5.RefSeq.faa	Propionibacterium acnes HL087PA1
765086.3.RefSeq.faa	Propionibacterium acnes HL092PA1
765087.3.RefSeq.faa	Propionibacterium acnes HL083PA1
765084.3.RefSeq.faa	Propionibacterium acnes HL060PA1
1403837.3.RefSeq.faa	Staphylococcus aureus M1339
1029822.3.RefSeq.faa	Lactobacillus salivarius NIAS840
1095743.3.RefSeq.faa	Haemophilus paraphrohaemolyticus HK411
944546.4.RefSeq.faa	Arcobacter butzleri ED-1
1388734.3.RefSeq.faa	Staphylococcus aureus M0974
767029.3.RefSeq.faa	Propionibacterium propionicum F0230a
617148.3.RefSeq.faa	Vibrio splendidus 5S-101
1324587.3.RefSeq.faa	Yersinia pseudotuberculosis B-7195
1262469.3.RefSeq.faa	Azospirillum brasilense FP2
416870.9.RefSeq.faa	Lactococcus lactis subsp. cremoris MG1363
1001739.3.RefSeq.faa	Mycobacterium abscessus 6G-0212
1001738.3.RefSeq.faa	Mycobacterium abscessus 6G-1108
1001737.3.RefSeq.faa	Mycobacterium abscessus 6G-0728-R
617140.3.RefSeq.faa	Vibrio splendidus ZS-139
1001735.3.RefSeq.faa	Mycobacterium abscessus 5S-0817
1001734.3.RefSeq.faa	Mycobacterium abscessus 5S-1215
617145.3.RefSeq.faa	Vibrio splendidus 1F-157
1403838.3.RefSeq.faa	Staphylococcus aureus M1342
617147.3.RefSeq.faa	Vibrio splendidus ZF-90
617146.3.RefSeq.faa	Vibrio splendidus FF-6
393921.5.RefSeq.faa	Porphyromonas crevioricanis COT-253_OH2125
670.162.RefSeq.faa	Vibrio parahaemolyticus S135
1388733.3.RefSeq.faa	Staphylococcus aureus M0973
315405.3.RefSeq.faa	Streptococcus gallolyticus
670484.3.RefSeq.faa	Citrobacter freundii str. ballerup 7851/39
1443895.3.RefSeq.faa	Rhodococcus fascians A3b
550682.3.RefSeq.faa	Escherichia coli B799
1112253.4.RefSeq.faa	Chlamydia psittaci 02DC14
1281179.3.RefSeq.faa	Escherichia coli UMEA 3065-1
1281178.3.RefSeq.faa	Escherichia coli UMEA 3053-1
1005438.3.RefSeq.faa	Escherichia coli 99.1775
550687.3.RefSeq.faa	Escherichia coli E482
575589.3.RefSeq.faa	Acinetobacter radioresistens SH164
550685.3.RefSeq.faa	Escherichia coli E101
1281173.3.RefSeq.faa	Escherichia coli UMEA 3014-1
1281172.3.RefSeq.faa	Escherichia coli KOEGE 131 (358a)
1281171.3.RefSeq.faa	Escherichia coli KOEGE 118 (317a)
1005437.3.RefSeq.faa	Escherichia coli 99.1793
1005430.3.RefSeq.faa	Escherichia coli 99.0816
1005431.3.RefSeq.faa	Escherichia coli 99.0848
1281175.3.RefSeq.faa	Escherichia coli UMEA 3033-1
1005433.3.RefSeq.faa	Escherichia coli 99.0815
1345558.3.RefSeq.faa	Helicobacter pylori SA158A
1345559.3.RefSeq.faa	Helicobacter pylori SA158C
58116.3.RefSeq.faa	Glycomyces tenuis
1224744.3.RefSeq.faa	Methylococcus capsulatus str. Texas = ATCC 19069
1224747.3.RefSeq.faa	Acinetobacter baumannii AC30
1418367.3.RefSeq.faa	Staphylococcus aureus W45747
1345552.3.RefSeq.faa	Helicobacter pylori SA155A
1345553.3.RefSeq.faa	Helicobacter pylori SA155C
1345550.3.RefSeq.faa	Helicobacter pylori SA302C
1345551.3.RefSeq.faa	Helicobacter pylori SA303C
1345556.3.RefSeq.faa	Helicobacter pylori SA157A
1345557.3.RefSeq.faa	Helicobacter pylori SA157C
1345554.3.RefSeq.faa	Helicobacter pylori SA156A
1345555.3.RefSeq.faa	Helicobacter pylori SA156C
1331223.3.RefSeq.faa	Bordetella bronchiseptica MBORD635
1331222.3.RefSeq.faa	Bordetella bronchiseptica MBORD632
1331221.3.RefSeq.faa	Bordetella bronchiseptica MBORD624
1331220.3.RefSeq.faa	Bordetella bronchiseptica MBORD595
1331227.3.RefSeq.faa	Bordetella bronchiseptica MBORD675
1331226.3.RefSeq.faa	Bordetella bronchiseptica MBORD670
1331225.3.RefSeq.faa	Bordetella bronchiseptica MBORD668
1331224.3.RefSeq.faa	Bordetella bronchiseptica MBORD665
1379271.4.RefSeq.faa	Salmonella enterica subsp. enterica serovar Typhimurium str. ST4848
1331229.3.RefSeq.faa	Bordetella bronchiseptica MBORD681
1331228.3.RefSeq.faa	Bordetella bronchiseptica MBORD678
391295.8.RefSeq.faa	Streptococcus suis 05ZYH33
391296.8.RefSeq.faa	Streptococcus suis 98HAH33
1001886.3.RefSeq.faa	Vibrio sp. C7
446471.6.RefSeq.faa	Xylanimonas cellulosilytica DSM 15894
1410732.3.RefSeq.faa	Staphylococcus aureus M52055
632245.3.RefSeq.faa	Clostridium butyricum E4 str. BoNT E BL5262
1221452.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 333
1418361.3.RefSeq.faa	Staphylococcus aureus W35455
1333849.3.RefSeq.faa	Enterobacter cloacae ECR091
1333848.3.RefSeq.faa	Citrobacter freundii CFNIH1
1221453.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 3989
1310688.3.RefSeq.faa	Acinetobacter baumannii 144107
1310689.3.RefSeq.faa	Acinetobacter baumannii 1578804
1154811.3.RefSeq.faa	Streptococcus agalactiae CCUG 37737
1154810.3.RefSeq.faa	Streptococcus agalactiae CCUG 37430
1154817.3.RefSeq.faa	Streptococcus agalactiae CCUG 44077
1154816.3.RefSeq.faa	Streptococcus agalactiae CCUG 39096 A
1154815.3.RefSeq.faa	Streptococcus agalactiae CCUG 38383
1154814.3.RefSeq.faa	Streptococcus agalactiae CCUG 37742
1310680.3.RefSeq.faa	Acinetobacter baumannii 1239920
1310681.3.RefSeq.faa	Acinetobacter baumannii 1542444
1154819.3.RefSeq.faa	Streptococcus agalactiae LMG 15085
1310683.3.RefSeq.faa	Acinetobacter baumannii 1566109
1310684.3.RefSeq.faa	Acinetobacter baumannii 83444
1310685.3.RefSeq.faa	Acinetobacter baumannii 72431
1310686.3.RefSeq.faa	Acinetobacter baumannii 397971
1105279.3.RefSeq.faa	Streptococcus agalactiae BSU248
1049939.3.RefSeq.faa	Leptospira interrogans str. UI 13372
1049938.3.RefSeq.faa	Leptospira interrogans str. UI 12758
1441462.3.RefSeq.faa	Pseudomonas aeruginosa C2159M
1441461.3.RefSeq.faa	Pseudomonas aeruginosa C0324C
1441460.3.RefSeq.faa	Pseudomonas aeruginosa C1913C
1049931.3.RefSeq.faa	Leptospira interrogans str. FPW2026
1049930.3.RefSeq.faa	Leptospira interrogans str. 2002000623
1049933.3.RefSeq.faa	Leptospira interrogans str. L1207
1049932.3.RefSeq.faa	Leptospira interrogans str. L0996
1049935.3.RefSeq.faa	Leptospira interrogans str. UI 08452
1049934.3.RefSeq.faa	Leptospira interrogans str. MMD3731
1049937.3.RefSeq.faa	Leptospira interrogans str. UI 12621
1049936.3.RefSeq.faa	Leptospira interrogans str. UI 09600
1421888.3.RefSeq.faa	Staphylococcus aureus T32092
1077976.3.RefSeq.faa	Gordonia polyisoprenivorans NBRC 16320
675515.5.RefSeq.faa	Mycobacterium tuberculosis SUMu004
1455061.4.RefSeq.faa	Candidatus Magnetobacterium sp. MYR-1
1169296.3.RefSeq.faa	Enterococcus faecalis T18
1422503.3.RefSeq.faa	Staphylococcus aureus VET0203R
1256219.3.RefSeq.faa	Lactobacillus paracasei subsp. paracasei Lpp230
1127672.3.RefSeq.faa	Glaciecola chathamensis S18K6
1105278.3.RefSeq.faa	Streptococcus agalactiae BSU454
411461.4.RefSeq.faa	Dorea formicigenerans ATCC 27755
1265503.3.RefSeq.faa	Colwellia piezophila ATCC BAA-637
510955.4.RefSeq.faa	Chryseobacterium solincola DSM 22468
255470.8.RefSeq.faa	Dehalococcoides sp. CBDB1
1422500.3.RefSeq.faa	Staphylococcus aureus VET0200R
1353275.3.RefSeq.faa	Mycobacterium abscessus V06705
1353276.4.RefSeq.faa	Olleya marilimosa CAM030
247156.8.RefSeq.faa	Nocardia farcinica IFM 10152
658081.3.RefSeq.faa	Lachnospiraceae bacterium 1_1_57FAA
1412896.3.RefSeq.faa	Campylobacter coli K3
1347342.6.RefSeq.faa	Formosa agariphila KMM 3901
658085.3.RefSeq.faa	Lachnospiraceae bacterium 5_1_57FAA
658086.3.RefSeq.faa	Lachnospiraceae bacterium 3_1_57FAA_CT1
658089.3.RefSeq.faa	Lachnospiraceae bacterium 5_1_63FAA
658088.3.RefSeq.faa	Lachnospiraceae bacterium 9_1_43BFAA
637987.3.RefSeq.faa	Streptococcus pneumoniae str. Canada MDR_19A
553580.3.RefSeq.faa	Staphylococcus aureus A8819
637988.3.RefSeq.faa	Streptococcus pneumoniae str. Canada MDR_19F
1439236.3.RefSeq.faa	Streptococcus pyogenes ABC020054184
743275.4.RefSeq.faa	Bordetella pertussis B1831
743274.3.RefSeq.faa	Bordetella pertussis B1193
743277.5.RefSeq.faa	Bordetella pertussis B1917
743276.3.RefSeq.faa	Bordetella pertussis B1834
1105107.3.RefSeq.faa	Rickettsia canadensis str. CA410
743273.3.RefSeq.faa	Bordetella pertussis B0558
1105104.3.RefSeq.faa	Rickettsia rickettsii str. Brazil
196627.13.RefSeq.faa	Corynebacterium glutamicum ATCC 13032 (Prj:307)
1105109.3.RefSeq.faa	Rickettsia slovaca str. D-CWPP
1105108.3.RefSeq.faa	Rickettsia parkeri str. Portsmouth
743278.4.RefSeq.faa	Bordetella pertussis B1920
196620.5.RefSeq.faa	Staphylococcus aureus subsp. aureus MW2
1157483.3.RefSeq.faa	Enterococcus faecium HF50203
29461.12.RefSeq.faa	Brucella suis
525341.3.RefSeq.faa	Lactobacillus reuteri CF48-3A
224911.5.RefSeq.faa	Bradyrhizobium japonicum USDA 110
156205.4.RefSeq.faa	Halobacillus trueperi
1213731.3.RefSeq.faa	Staphylococcus epidermidis M0881
1336234.3.RefSeq.faa	Atopobacter phocae ATCC BAA-285
1336236.3.RefSeq.faa	Ruminococcus flavefaciens ATCC 19208
1151439.4.RefSeq.faa	Clostridium difficile P75
1388041.3.RefSeq.faa	Staphylococcus aureus M0079
1336233.3.RefSeq.faa	Shewanella waksmanii ATCC BAA-643
416269.6.RefSeq.faa	Actinobacillus pleuropneumoniae serovar 5b str. L20
1388040.3.RefSeq.faa	Staphylococcus aureus M0076
1421907.3.RefSeq.faa	Staphylococcus aureus W25797
1182758.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010K-2599
670.287.RefSeq.faa	Vibrio parahaemolyticus VPA-67
1162668.3.RefSeq.faa	Leptospirillum ferrooxidans C2-3
672.97.RefSeq.faa	Vibrio vulnificus ATL 71503
1310824.3.RefSeq.faa	Acinetobacter baumannii 1264765
1310825.3.RefSeq.faa	Acinetobacter baumannii 1064293_46
1310826.3.RefSeq.faa	Acinetobacter baumannii 1195185_80
1310827.3.RefSeq.faa	Acinetobacter baumannii 1262761-105
1310820.3.RefSeq.faa	Acinetobacter baumannii 323408
1460648.3.RefSeq.faa	Vibrio sp. JCM 19053
1460647.4.RefSeq.faa	Vibrio sp. JCM 19052
279808.8.RefSeq.faa	Staphylococcus haemolyticus JCSC1435
1310828.3.RefSeq.faa	Acinetobacter baumannii 472237-120
1310829.3.RefSeq.faa	Acinetobacter baumannii 1276470-132
679896.3.RefSeq.faa	Corynebacterium pseudotuberculosis 1002
651822.3.RefSeq.faa	Synergistetes bacterium SGP1
1397533.3.RefSeq.faa	Marinobacter sp. EN3
679895.18.RefSeq.faa	Escherichia coli BW25113
1354721.3.RefSeq.faa	Helicobacter pylori HP87P7tlpDRI
1354720.3.RefSeq.faa	Helicobacter pylori HP87tlpD
991977.3.RefSeq.faa	Vibrio cholerae HC-59A1
991976.3.RefSeq.faa	Vibrio cholerae HC-57A2
520449.3.RefSeq.faa	Brucella sp. 83/13
520448.3.RefSeq.faa	Brucella sp. NVSL 07-0026
991973.3.RefSeq.faa	Vibrio cholerae HC-56A1
991972.3.RefSeq.faa	Vibrio cholerae HC-55C2
991971.3.RefSeq.faa	Vibrio cholerae HC-55B2
991970.3.RefSeq.faa	Vibrio cholerae HC-55A1
979209.3.RefSeq.faa	Staphylococcus epidermidis NIHLM039
979208.3.RefSeq.faa	Staphylococcus epidermidis NIHLM040
1144272.3.RefSeq.faa	Staphylococcus aureus subsp. aureus GR1
1144273.3.RefSeq.faa	Anaerophaga thermohalophila str. Valhall
1123376.3.RefSeq.faa	Thermodesulfovibrio thiophilus DSM 17215
1144271.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 118
979203.3.RefSeq.faa	Staphylococcus epidermidis NIHLM067
979202.3.RefSeq.faa	Staphylococcus epidermidis NIHLM070
979201.3.RefSeq.faa	Staphylococcus epidermidis NIHLM087
1388143.3.RefSeq.faa	Staphylococcus aureus M0218
979207.3.RefSeq.faa	Staphylococcus epidermidis NIHLM049
979206.3.RefSeq.faa	Staphylococcus epidermidis NIHLM053
979205.3.RefSeq.faa	Staphylococcus epidermidis NIHLM057
979204.3.RefSeq.faa	Staphylococcus epidermidis NIHLM061
585143.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 55/2053
585147.3.RefSeq.faa	Staphylococcus aureus subsp. aureus A017934/97
585146.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 68-397
585145.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 65-1322
585144.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 58-424
1315307.3.RefSeq.faa	Streptococcus pneumoniae MNZ11b
585149.6.RefSeq.faa	Staphylococcus aureus subsp. aureus C101
585148.3.RefSeq.faa	Staphylococcus aureus subsp. aureus Btn1260
529122.4.RefSeq.faa	Bacillus thuringiensis YBT-1518
195099.5.RefSeq.faa	Campylobacter jejuni RM1221
243265.5.RefSeq.faa	Photorhabdus luminescens subsp. laumondii TTO1
475609.3.RefSeq.faa	Escherichia coli chi7122
331636.7.RefSeq.faa	Chlamydophila psittaci 6BC (Prj:62889)
1388140.3.RefSeq.faa	Staphylococcus aureus M0211
